PT.DOT Data Generator
AI-Powered Cultural POI Population Tool

Img Quality

Balanced (600px)
2005 POIs Generated
Single Generation
Solares e Conventos em Viseu
Generate Single
Full Country Batch
Strategy

Enrichment (Exclude Pillories)
Strictly excludes Fountains/Pillories. Focuses on SIPA IDs for Solares, Bridges, Ermidas.

Start From (Checkpoint)

Aveiro (Step 1)
Extraction Depth (Per District)

MAXIMUM (All Feasible)
Splits requests by theme automatically.

Start Full Batch
Preview
SQL Script
CSV Export
Main Data (Clean)
Images Relations (DB)
id,name,name_pt,category,subcategory,architect,year,description,wikipedia_url,sipa_id,lat,lon,source
419,"Church of Mercy of Fundão","Igreja da Misericórdia do Fundão","church","Igreja","Desconhecido","Séc. XVI (origem), Séc. XVIII (remodelação)","Construída no século XVI e renovada no século XVIII, a Igreja da Misericórdia do Fundão exibe uma fachada sóbria com elementos renascentistas e barrocos. O seu interior é enriquecido por talha dourada e azulejaria tradicional.","","PT020504040003",40.1408,-7.5025,"Batch (enrichment): Castelo Branco"
420,"Church of Saint John (Cernache do Bonjardim)","Igreja de São João (Cernache do Bonjardim)","church","Igreja Matriz","Desconhecido","Séc. XIII (origem), Séc. XVII-XVIII (remodelações)","Em Cernache do Bonjardim, esta igreja é conhecida pela sua ligação a Nuno Álvares Pereira, que alegadamente aqui terá sido batizado. A construção remonta ao século XIII, mas foi remodelada ao longo dos séculos, apresentando atualmente características barrocas.","","PT020510030002",39.8,-8.21,"Batch (enrichment): Castelo Branco"
421,"Church of Our Lady of Conception (Sertã)","Igreja de Nossa Senhora da Conceição (Sertã)","church","Igreja Matriz","Desconhecido","Séc. XVII","A Igreja Matriz da Sertã, dedicada a Nossa Senhora da Conceição, foi reedificada no século XVII sobre as ruínas de um templo anterior. A sua arquitetura barroca é visível na fachada e no interior, onde se destacam os altares em talha dourada e as pinturas do teto.","","PT020510100001",39.804,-8.083,"Batch (enrichment): Castelo Branco"
422,"Convent of Bom Jesus (Lardosa)","Convento do Bom Jesus (Lardosa)","church","Convento","Desconhecido","Séc. XVII","Fundado no século XVII, este convento franciscano em Lardosa, apesar de se encontrar em estado de ruína parcial, ainda conserva a traça da sua igreja conventual e elementos dos claustros, que revelam a sua importância histórica e arquitetónica.","","PT020502090001",39.904,-7.585,"Batch (enrichment): Castelo Branco"
423,"Church of Saint Peter of Alcântara (Monforte da Beira)","Igreja de São Pedro de Alcântara (Monforte da Beira)","church","Igreja Paroquial","Desconhecido","Séc. XVIII","Edificada no século XVIII, esta igreja paroquial de Monforte da Beira apresenta uma fachada barroca de linhas harmoniosas. O seu interior, de nave única, é valorizado pela talha dourada dos altares e pelas imagens sacras.","","PT020502120001",39.927,-7.385,"Batch (enrichment): Castelo Branco"
424,"Mother Church of Castelo Novo","Igreja Matriz de Castelo Novo","church","Igreja Matriz (Gótico/Manuelino)","Desconhecido","Séc. XV-XVI","A Igreja Matriz de Castelo Novo, dedicada a Nossa Senhora da Conceição, é um notável exemplar do gótico tardio e manuelino, com remodelações nos séculos posteriores. O portal manuelino e os seus elementos decorativos são de grande valor artístico.","","PT020504030001",40.089,-7.567,"Batch (enrichment): Castelo Branco"
425,"Hermitage of Saint Saturninus (Castelo Novo)","Ermida de São Saturnino (Castelo Novo)","church","Ermida","Desconhecido","Séc. XVI","Situada nos arredores de Castelo Novo, esta ermida de pequenas dimensões data do século XVI. A sua arquitetura é simples, mas possui um interior com elementos decorativos que revelam a devoção popular.","","PT020504030004",40.0895,-7.5685,"Batch (enrichment): Castelo Branco"
426,"Mother Church of Alpedrinha","Igreja Matriz de Alpedrinha","church","Igreja Matriz","Desconhecido","Séc. XVI-XVII","A Igreja Matriz de Alpedrinha, dedicada a Nossa Senhora da Conceição, foi construída nos séculos XVI e XVII, com elementos de transição do manuelino para o maneirismo e barroco. Destacam-se o portal principal e os retábulos do interior.","","PT020504010001",40.091,-7.632,"Batch (enrichment): Castelo Branco"
427,"Mother Church of Belmonte (Church of Saint James)","Igreja Matriz de Belmonte (Igreja de Santiago)","church","Igreja Matriz (Românica/Gótica)","Desconhecido","Séc. XIII","A Igreja de Santiago em Belmonte, de fundação românica (século XIII), foi alvo de remodelações góticas e renascentistas. No seu interior, destaca-se a Capela dos Cabrais, com túmulos e elementos artísticos da família de Pedro Álvares Cabral.","","PT020501020001",40.354,-7.35,"Batch (enrichment): Castelo Branco"
428,"Convent of Our Lady of Hope (Belmonte)","Convento de Nossa Senhora da Esperança (Belmonte)","church","Convento","Desconhecido","Séc. XVII","Fundado no século XVII, este convento feminino da Ordem de Santa Clara apresenta uma igreja conventual barroca com um interior ricamente decorado com talha dourada e azulejos. É um importante exemplar da arquitetura religiosa da época.","","PT020501020002",40.355,-7.352,"Batch (enrichment): Castelo Branco"
429,"Hermitage of Holy Christ of Calvary (Belmonte)","Ermida de Santo Cristo do Calvário (Belmonte)","church","Ermida","Desconhecido","Séc. XVII","Pequena ermida do século XVII, localizada num ponto elevado de Belmonte, associada às celebrações da Via Sacra. Apresenta uma arquitetura simples e austera, típica das ermidas rurais da região.","","PT020501020003",40.352,-7.349,"Batch (enrichment): Castelo Branco"
430,"Mother Church of Oleiros (Church of Our Lady of Conception)","Igreja Matriz de Oleiros (Igreja de Nossa Senhora da Conceição)","church","Igreja Matriz","Desconhecido","Séc. XVI (origem), Séc. XVIII (remodelações)","A Igreja Matriz de Oleiros, reedificada no século XVI e com remodelações no século XVIII, apresenta um estilo maneirista com pormenores barrocos. A fachada principal é valorizada por um portal de pedra e uma torre sineira. O interior tem altares em talha dourada.","","PT020507060001",39.923,-7.923,"Batch (enrichment): Castelo Branco"
431,"Hermitage of Our Lady of Orada (Oleiros)","Ermida de Nossa Senhora da Orada (Oleiros)","church","Ermida","Desconhecido","Séc. XVI (origem)","Localizada perto de Oleiros, esta ermida com origens no século XVI foi alvo de sucessivas intervenções. É um local de romaria, com uma arquitetura rural e simples, mas um interior que alberga elementos devocionais e artísticos de interesse.","","PT020507060002",39.92,-7.92,"Batch (enrichment): Castelo Branco"
432,"Castle of Castelo Branco","Castelo de Castelo Branco","castle","Castelo","Desconhecido","Século XIII","As ruínas do Castelo de Castelo Branco, também conhecido como Castelo dos Templários, situam-se no topo do Monte de São Gens. A sua construção inicial remonta ao século XIII pelos Cavaleiros Templários, sobre vestígios de ocupação romana e árabe. Desempenhou um papel crucial na defesa da fronteira e foi palco de vários cercos e batalhas ao longo da história, sendo reconstruído e modificado em diversas épocas.","","PT020502040003",39.8188,-7.4925,"Batch (enrichment): Castelo Branco"
433,"Episcopal Palace of Castelo Branco","Paço Episcopal de Castelo Branco","palace","Palácio Episcopal","Desconhecido","Século XVI","O Paço Episcopal de Castelo Branco é um imponente edifício barroco, erguido a partir do século XVI e significativamente remodelado no século XVIII por D. João de Mendonça. É famoso pelos seus jardins barrocos, o 'Jardim do Bispo', que se estendem em socalcos e contêm uma notável coleção de estátuas, fontes e lagos, representando os Reis de Portugal, os signos do zodíaco e as quatro partes do mundo. Serviu de residência aos bispos da diocese.","","PT020502040001",39.8172,-7.4928,"Batch (enrichment): Castelo Branco"
434,"Castle of Monsanto","Castelo de Monsanto","castle","Castelo","Desconhecido","Séc. XII","O Castelo de Monsanto, situado na aldeia histórica de Monsanto, 'a aldeia mais portuguesa de Portugal', é um castelo medieval de grande imponência. A sua origem remonta ao século XII, embora o local já tivesse ocupação romana. A fortaleza foi reconstruída e reforçada pelos Templários e D. Afonso Henriques. Oferece vistas panorâmicas sobre a paisagem circundante e é um exemplo notável de arquitetura militar medieval adaptada ao terreno rochoso.","","PT020506040001",40.3951,-7.1186,"Batch (enrichment): Castelo Branco"
435,"Castle of Penamacor","Castelo de Penamacor","castle","Castelo","Desconhecido","Séc. XII-XIII","O Castelo de Penamacor, de origem medieval, ergue-se na vila de Penamacor, dominando a paisagem circundante. A sua construção é atribuída aos Templários no século XII ou XIII, sob as ordens de D. Sancho I. Desempenhou um papel estratégico na defesa da fronteira e possui uma torre de menagem imponente, que ainda hoje se destaca. Sofreu intervenções ao longo dos séculos, mas mantém o seu caráter militar.","","PT020508070001",40.1706,-7.1685,"Batch (enrichment): Castelo Branco"
436,"Castle of Idanha-a-Velha","Castelo de Idanha-a-Velha","castle","Castelo","Desconhecido","Séc. XIII","O Castelo de Idanha-a-Velha, ou Paço dos Condes de Idanha, integra-se nas ruínas da antiga cidade romana de Egitânia. A sua construção medieval, provavelmente no século XIII, utilizou materiais das estruturas romanas preexistentes. Embora em ruínas, a torre de menagem ainda se ergue, testemunhando a importância estratégica e a longa história de ocupação do local.","","PT020506030001",40.0152,-7.1798,"Batch (enrichment): Castelo Branco"
437,"Castle of Belmonte","Castelo de Belmonte","castle","Castelo","Desconhecido","Séc. XIII","O Castelo de Belmonte, situado na vila natal de Pedro Álvares Cabral, foi construído no século XIII. Originalmente uma fortaleza militar, foi transformado em residência senhorial no século XV pela família Cabral, com a adição de janelas manuelinas. Recentemente restaurado, abriga atualmente o Ecomuseu do Zêzere e serve de palco a eventos culturais, mantendo ainda a sua imponente torre de menagem.","","PT020501010001",40.3556,-7.3488,"Batch (enrichment): Castelo Branco"
438,"Castle of Sortelha","Castelo de Sortelha","castle","Castelo","Desconhecido","Séc. XIII","O Castelo de Sortelha é um dos mais bem preservados castelos medievais de Portugal, fazendo parte das Aldeias Históricas. Erguido no século XIII por D. Sancho I, sobre estruturas anteriores, e reforçado por D. Dinis e D. Fernando. As suas muralhas envolvem a pitoresca aldeia, com torres e portas bem conservadas. Desempenhou um papel crucial na defesa da fronteira com Castela.","","PT020501040001",40.3662,-7.199,"Batch (enrichment): Castelo Branco"
439,"Castle of Penha Garcia","Castelo de Penha Garcia","castle","Castelo","Desconhecido","Séc. XIII","O Castelo de Penha Garcia, com as suas origens que remontam ao período romano ou visigótico, foi reconstruído no século XIII por D. Afonso III após a Reconquista. As suas ruínas imponentes dominam a paisagem e o vale do rio Pônsul, oferecendo uma vista estratégica. Apesar do seu estado ruinoso, a sua localização e vestígios ainda impressionam.","","PT020506050001",40.0076,-7.0392,"Batch (enrichment): Castelo Branco"
440,"Castle of Vila Velha de Ródão","Castelo de Vila Velha de Ródão","castle","Castelo","Desconhecido","Séc. XIII","O Castelo de Vila Velha de Ródão, também conhecido como Castelo do Rei Vamba, é uma fortificação medieval em ruínas situada num promontório rochoso sobre as Portas de Ródão. As suas origens são incertas, com vestígios que sugerem ocupação romana e muçulmana. Foi reestruturado no século XIII. Controlava a passagem do rio Tejo, sendo um ponto estratégico fundamental.","","PT020510030001",39.596,-7.828,"Batch (enrichment): Castelo Branco"
441,"Manor House of Dr. Diogo Simões Pereira","Solar de Dr. Diogo Simões Pereira","palace","Solar","Desconhecido","Século XVIII","O Solar de Dr. Diogo Simões Pereira é um notável exemplo de arquitetura civil barroca em Castelo Branco. Edificado no século XVIII, este palacete urbano destaca-se pela sua fachada harmoniosa e elementos decorativos da época, revelando o estatuto e a riqueza da família que o mandou construir. É um testemunho da evolução urbana e social da cidade.","","PT020502040014",39.818,-7.493,"Batch (enrichment): Castelo Branco"
442,"Malafaia Manor House","Solar dos Malafaia","palace","Solar","Desconhecido","Século XVII","O Solar dos Malafaia é um edifício histórico localizado em Castelo Branco, representando a arquitetura senhorial dos séculos XVII e XVIII. Caracterizado pela sua robustez e detalhes arquitetónicos que refletem o gosto da época, este solar foi a residência de uma importante família da nobreza local. Constitui um importante elemento do património urbano da cidade.","","PT020502040013",39.8191,-7.492,"Batch (enrichment): Castelo Branco"
443,"Viscounts of Oleiros Manor House","Solar dos Viscondes de Oleiros","palace","Solar","Desconhecido","Século XVIII","O Solar dos Viscondes de Oleiros é um imponente edifício setecentista, símbolo da antiga nobreza da vila de Oleiros. Construído no século XVIII, apresenta uma arquitetura elegante e de grande dimensão, com elementos distintivos da época. Representa o poder e a influência dos Viscondes de Oleiros na região.","","PT020507020002",39.9405,-7.848,"Batch (enrichment): Castelo Branco"
444,"Pires de Lima Manor House","Solar dos Pires de Lima","palace","Solar","Desconhecido","Século XVIII","A Casa Nobre da Praça Velha, mais conhecida como Solar dos Pires de Lima, é um exemplo notável de residência aristocrática em Castelo Branco, datando do século XVIII. Apresenta uma fachada com elementos barrocos e rococós, e interiores que espelham o fausto da época. Foi lar de uma das mais ilustres famílias da cidade.","","PT020502040019",39.8185,-7.4915,"Batch (enrichment): Castelo Branco"
